player,Var.25,tournament name,course,date,purse,season,no_cut,Finish,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
Kristoffer Ventura,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,CUT,0.22,0.07,-0.68,-1.12,-1.73,-1.5
Luke Donald,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,CUT,-1.42,0.38,1.25,-0.71,0.92,-0.5
Lucas Glover,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,CUT,-3.28,0.19,0.74,0.35,1.28,-2
Lanto Griffin,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,CUT,1.46,-1.53,0.79,-1.23,-1.97,-0.5
Luke List,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,CUT,-0.72,0.65,-0.35,-0.09,0.22,-0.5
Mark Anderson,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,T57,-0.32,0.3,-0.18,0.02,0.13,-0.19
Matt Every,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,CUT,-1.77,-1.82,-0.34,-2.07,-4.23,-6
Michael Gellerman,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,CUT,-2.47,0.33,-0.92,0.06,-0.53,-3
Michael Gligic,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,T65,0.54,-0.28,-0.07,-1.13,-1.48,-0.94
Mark Hubbard,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,T51,0.89,0.4,-0.38,-0.59,-0.58,0.31
Mackenzie Hughes,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,T37,0.14,0.74,0.32,-0.38,0.68,0.81
Matt Jones,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,T70,-0.54,0.85,-1.68,0.18,-0.65,-1.19
Michael Kim,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,T65,-0.7,-0.44,0.81,-0.61,-0.23,-0.94
Matt Kuchar,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,T29,0.46,0.54,0.36,-0.04,0.85,1.31
Martin Laird,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,CUT,-1.4,0.59,0.5,0.31,1.4,0
MitoÊPereira,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,NA,NA,NA,NA,NA,NA,NA
Matthew NeSmith,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,CUT,1.55,-1.53,-0.25,-0.27,-2.05,-0.5
Michael Thompson,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,CUT,-0.44,-0.88,1.31,0,0.44,0
Martin Trainer,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,CUT,0.55,0.7,-1.45,-1.31,-2.06,-1.5
Matthew Wolff,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,CUT,-1.97,0.2,-0.46,1.73,1.47,-0.5
Nate Lashley,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,73,0.01,-0.87,-1.08,-0.25,-2.19,-2.19
Nelson Ledesma,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,T62,0.49,-0.33,-0.46,-0.39,-1.18,-0.69
Nick Taylor,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,T10,1.16,0.65,0.54,-0.3,0.9,2.06
Nick Watney,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,CUT,-1.6,0.32,0.34,0.44,1.1,-0.5
Padraig Harrington,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,CUT,-0.71,0.86,0.73,-2.88,-1.3,-2
Patton Kizzire,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,CUT,-0.34,-1.4,-0.27,1.01,-0.66,-1
Peter Malnati,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,CUT,-0.44,0.63,-0.37,-1.32,-1.06,-1.5
Patrick Rodgers,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,CUT,-0.44,0.74,0.33,-0.63,0.43,0
Ryan Armour,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,CUT,-1,-1.16,-0.98,1.14,-1.01,-2
Ryan Brehm,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,CUT,1.54,-1.22,-1.12,-0.7,-3.04,-1.5
Rafael Campos,12,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",15/08/2021,6.4,2021,0,74,-0.76,-0.58,-1.11,0.02,-1.68,-2.44
